,cell_0,cell_1,cell_2,cell_3,cell_4,cell_5,cell_6,cell_7,cell_8,cell_9,cell_10,cell_11,cell_12,cell_13,cell_14,cell_15,cell_16,cell_17,cell_18,cell_19,cell_20,cell_21,cell_22,cell_23,cell_24,cell_25,cell_26,cell_27,cell_28,cell_29,cell_30,cell_31,cell_32,cell_33,cell_34,cell_35,cell_36,cell_37,cell_38,cell_39,cell_40,cell_41,cell_42,cell_43,cell_44,cell_45,cell_46,cell_47,cell_48,cell_49,cell_50,cell_51,cell_52,cell_53,cell_54,cell_55,cell_56,cell_57,cell_58,cell_59,cell_60,cell_61,cell_62,cell_63,cell_64,cell_65,cell_66,cell_67,cell_68,cell_69,cell_70,cell_71,cell_72,cell_73,cell_74,cell_75,cell_76,cell_77,cell_78
bbs-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8211691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unc-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dhs-4,5.053057,7.6132474,4.70699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.950495,0.0,8.133388,0.0,2.4857073,0.0,0.0,3.475843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.531159,2.1720245,2.8248587,0.0,0.0,0.0,2.2593763,0.0,0.0,6.60066,1.1125946,14.48226,0.0,9.789525,0.0,3.474635,0.0,1.9884669,12.936611,9.169265,0.0,6.9013114,1.7403412,8.3135395,2.30787,0.0,6.0544906,0.0,6.873797,0.0,1.9596317,2.6143792,3.965107,0.0,0.0,0.0,3.8918078,0.0,0.0,0.0,2.69179,0.0,0.0,2.849815,0.0,0.0,0.0,0.0,7.3099413,0.0,3.6192544,4.853191,3.9572616
F58F9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ceh-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pqn-44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1720245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.636069,4.036327,0.0,0.0,1.3956734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R12B2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lag-1,0.0,0.0,0.0,0.0,2.2593763,0.0,0.0,0.0,0.0,0.0,0.0,4.950495,1.501727,0.0,2.478929,0.0,0.0,0.0,0.0,0.0,5.0761423,4.191115,0.0,0.0,8.061266,0.0,1.531159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.341154,0.0,0.0,0.0,1.9809824,0.0,0.0,0.0,2.3228803,0.0,0.0,1.8338529,2.023063,0.0,0.0,3.5629454,0.0,0.0,2.0181634,0.0,2.7495189,0.0,0.0,0.0,0.0,2.0652623,0.0,0.0,0.0,0.0,7.2046113,3.8211691,0.0,0.0,0.0,2.849815,0.0,0.0,0.0,0.0,0.0,0.0,3.6192544,2.4265954,3.9572616
cutl-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.24113,0.0,0.0,3.6656892,0.0,0.0,1.9884669,0.0,1.8338529,0.0,0.0,0.0,1.1876484,0.0,0.0,0.0,1.892864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6192544,0.0,0.0
pcrg-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3747594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-25,8.4217615,0.0,0.0,0.0,11.296882,0.0,0.0,8.3654,0.0,3.5100033,11.155734,4.950495,1.501727,4.066694,0.0,2.4857073,5.13347,5.353319,0.0,0.0,0.0,0.0,2.921414,5.834306,0.0,0.0,1.531159,4.344049,19.774012,0.0,19.105846,0.0,0.0,8.336807,3.170577,0.0,8.900757,0.0,0.0,9.789525,3.6656892,6.94927,4.6457605,0.0,6.4683056,1.8338529,2.023063,6.9013114,1.7403412,5.9382424,6.9236097,0.0,0.0,3.785728,6.873797,6.9783673,1.9596317,2.6143792,0.0,10.326311,2.7948575,4.2625747,17.513136,0.0,10.806917,7.6423383,0.0,0.0,4.1736226,5.69963,0.0,4.7801147,12.150668,5.980861,0.0,7.993605,0.0,7.2797866,3.9572616
K06A4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
daf-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2311468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6423383,5.1626225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9884669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9596317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2920008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9572616
lin-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.61574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sams-1,1.6843524,3.8066237,0.0,3.8409834,2.2593763,0.0,4.7528515,0.0,5.4659743,3.5100033,0.0,0.0,4.505181,12.200081,0.0,4.9714146,0.0,0.0,0.0,8.988764,15.228427,12.573344,5.842828,0.0,0.0,13.979497,0.0,0.0,0.0,23.492561,7.6423383,20.65049,4.5187526,16.673615,0.0,13.20132,0.0,7.24113,5.9429474,0.0,25.659824,17.373175,0.0,5.9654007,0.0,0.0,2.023063,27.605246,0.0,1.1876484,2.30787,0.0,4.036327,7.571456,0.0,0.0,0.0,0.0,11.895321,2.0652623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.513789,4.1736226,0.0,4.5840015,4.7801147,0.0,8.971292,0.0,0.0,0.0,0.0,0.0
E02A10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F32D1.3,0.0,0.0,0.0,5.761475,13.556258,6.381621,4.7528515,0.0,0.0,14.040013,2.2311468,9.90099,3.003454,0.0,0.0,12.428535,0.0,0.0,3.475843,6.7415733,10.152285,8.38223,5.842828,0.0,4.030633,4.6598325,0.0,4.344049,2.8248587,0.0,15.284677,5.1626225,0.0,0.0,6.341154,13.20132,1.1125946,18.102825,0.0,0.0,3.6656892,10.423905,6.9686413,0.0,0.0,0.0,2.023063,6.9013114,0.0,0.0,0.0,0.0,2.0181634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1736226,2.849815,2.2920008,0.0,0.0,5.980861,0.0,0.0,0.0,0.0,0.0
osm-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.965107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lbp-3,26.949638,30.45299,54.130383,34.56885,40.668774,25.526484,38.02281,80.307846,32.795845,28.080027,42.391792,9.90099,51.05872,20.33347,69.41001,27.34278,77.00205,39.25767,52.137646,26.966293,40.60914,4.191115,49.66404,87.51459,48.367596,27.958994,36.747818,23.89227,42.372883,21.534847,11.463508,20.65049,33.890644,25.010422,34.876347,0.0,41.165997,25.343954,39.619648,24.473812,3.6656892,31.271715,39.488968,61.64247,6.4683056,67.852554,64.738014,0.0,55.690918,47.50594,39.233788,44.042652,36.326942,17.035776,46.74182,34.891834,43.111897,65.35948,83.26724,39.239983,50.307434,55.41347,56.431213,51.867218,25.216139,45.85403,34.99327,72.56895,37.562603,39.897408,11.460005,86.04207,66.828674,41.866028,109.64912,59.952038,25.33478,63.091484,35.615353
wrt-10,77.48021,118.00533,44.716404,84.50163,76.818794,178.68538,64.1635,56.884724,150.31429,129.87013,66.9344,64.35643,81.09326,138.26758,61.97323,186.42804,48.767967,73.162025,38.234272,105.61798,172.58884,188.60017,105.170906,75.84598,100.76582,102.51631,39.810135,143.3536,56.497173,125.293655,179.59496,129.06557,101.671936,100.04169,53.89981,125.41254,12.23854,130.34033,45.562595,0.0,120.96774,121.61223,48.780487,51.700138,6.4683056,47.680176,89.01477,86.266396,36.547165,17.814726,55.388878,20.862309,52.47225,83.28601,21.996151,0.0,48.99079,7.8431373,67.406815,0.0,2.7948575,63.93862,9.72952,23.340248,43.22767,61.138706,5.38358,116.11031,41.736225,2.849815,98.55604,71.70172,18.226002,50.837322,7.3099413,27.977617,10.857762,14.559573,11.871784
C16B8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inx-12,1.6843524,7.6132474,0.0,1.9204917,2.2593763,6.381621,11.88213,0.0,8.198961,7.0200067,2.2311468,0.0,0.0,12.200081,0.0,9.942829,2.566735,10.706638,0.0,4.494382,5.0761423,4.191115,0.0,0.0,0.0,4.6598325,1.531159,0.0,0.0,5.8731403,3.8211691,15.487867,4.5187526,4.1684036,3.170577,13.20132,0.0,10.861694,0.0,0.0,7.3313785,17.373175,0.0,0.0,0.0,1.8338529,0.0,3.4506557,0.0,0.0,4.61574,0.0,2.0181634,1.892864,0.0,0.0,0.0,0.0,7.930214,0.0,0.0,0.0,0.0,0.0,0.0,3.8211691,0.0,7.2568946,0.0,0.0,11.460005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9572616
gcy-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
saeg-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.062318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9884669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9459039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9572616
D1054.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fbxa-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.066694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cof-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T19D12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3747594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.075334,0.0,0.0,0.0,0.0,0.0,0.0
flp-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D2092.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9884669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lin-39,20.212229,0.0,42.36291,0.0,0.0,6.381621,0.0,13.384641,0.0,0.0,0.0,0.0,0.0,0.0,14.873574,2.4857073,25.66735,0.0,13.903372,0.0,0.0,0.0,0.0,0.0,24.183798,4.6598325,13.780432,0.0,0.0,9.788567,0.0,0.0,0.0,0.0,0.0,0.0,2.2251892,3.620565,23.77179,0.0,0.0,0.0,0.0,9.942334,0.0,16.504677,20.230629,3.4506557,17.403412,0.0,0.0,4.636069,8.072654,0.0,5.4990377,0.0,25.475212,0.0,0.0,0.0,0.0,25.575449,0.0,0.0,0.0,0.0,0.0,7.2568946,0.0,2.849815,0.0,19.120459,6.075334,0.0,0.0,11.990408,0.0,0.0,11.871784
C44C1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tbc-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.936611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.075334,0.0,0.0,0.0,0.0,0.0,0.0
C17G1.5,5.053057,7.6132474,0.0,9.602459,4.5187526,0.0,9.505703,10.038481,2.7329872,14.040013,6.6934404,4.950495,6.006908,4.066694,2.478929,9.942829,2.566735,5.353319,3.475843,2.247191,5.0761423,4.191115,5.842828,0.0,8.061266,23.299162,0.0,4.344049,0.0,13.703994,0.0,0.0,4.5187526,0.0,0.0,39.60396,3.3377836,0.0,3.9619648,9.789525,0.0,0.0,2.3228803,0.0,0.0,1.8338529,2.023063,10.351967,5.2210236,4.7505937,6.9236097,2.3180344,0.0,1.892864,2.7495189,4.1870203,0.0,2.6143792,0.0,2.0652623,0.0,0.0,0.0,0.0,3.6023057,3.8211691,2.69179,7.2568946,0.0,0.0,6.876003,4.7801147,0.0,0.0,7.3099413,3.9968026,0.0,0.0,3.9572616
sym-2,1.6843524,0.0,0.0,1.9204917,0.0,0.0,0.0,0.0,0.0,3.5100033,0.0,0.0,1.501727,0.0,0.0,0.0,0.0,3.5688794,0.0,4.494382,5.0761423,8.38223,0.0,0.0,12.091899,0.0,0.0,4.344049,0.0,3.9154267,3.8211691,5.1626225,0.0,0.0,0.0,0.0,0.0,3.620565,0.0,0.0,10.997067,3.474635,2.3228803,0.0,0.0,0.0,4.046126,3.4506557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9596317,0.0,3.965107,0.0,0.0,4.2625747,0.0,0.0,3.6023057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cpn-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3461602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.531159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.936611,0.0,0.0,0.0,3.4806824,0.0,0.0,4.636069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.961722,0.0,0.0,0.0,0.0,0.0
ceh-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.501727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tbp-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2311468,0.0,0.0,0.0,2.478929,0.0,0.0,1.7844397,0.0,0.0,0.0,0.0,2.921414,0.0,0.0,0.0,0.0,0.0,2.8248587,0.0,0.0,0.0,2.2593763,0.0,3.170577,0.0,1.1125946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8338529,0.0,3.4506557,0.0,1.1876484,2.30787,2.3180344,0.0,1.892864,1.3747594,2.7913468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.593361,0.0,0.0,2.69179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4265954,0.0
